method_id,mode,epsilon_total,clipping_percentile,batch_merge_size,candidate_pool_size,seed,source_corpus,bytes_per_token,mean_tokens_per_document,actual_vocab_size,tokenizer_training_seconds,source
sa_dp_eps4p0_C75_b32_K1024,sa_dp,4.0,75,32,1024,20260728,ag_news_test,2.9298484183208706,80.31105263157895,4000,55.28233909991104,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b32_K1024/20260728/utility.json
sa_dp_eps4p0_C75_b32_K1024,sa_dp,4.0,75,32,1024,20260728,c4_heldout,3.1831510670997147,659.6104868913858,4000,55.28233909991104,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b32_K1024/20260728/utility.json
sa_dp_eps8p0_C75_b32_K1024,sa_dp,8.0,75,32,1024,20260726,ag_news_test,3.0596244492921,76.90460526315789,4000,59.84389529994223,results/final/defenses/development/utility/sa_dp_eps8p0_C75_b32_K1024/20260726/utility.json
sa_dp_eps8p0_C75_b32_K1024,sa_dp,8.0,75,32,1024,20260726,c4_heldout,3.230194327797858,695.119293078056,4000,59.84389529994223,results/final/defenses/development/utility/sa_dp_eps8p0_C75_b32_K1024/20260726/utility.json
sa_dp_eps8p0_C75_b32_K1024,sa_dp,8.0,75,32,1024,20260727,ag_news_test,2.9486505560025855,79.79894736842105,4000,53.501428900053725,results/final/defenses/development/utility/sa_dp_eps8p0_C75_b32_K1024/20260727/utility.json
sa_dp_eps8p0_C75_b32_K1024,sa_dp,8.0,75,32,1024,20260727,c4_heldout,3.1498265422936464,644.9719258843346,4000,53.501428900053725,results/final/defenses/development/utility/sa_dp_eps8p0_C75_b32_K1024/20260727/utility.json
sa_dp_eps8p0_C75_b32_K1024,sa_dp,8.0,75,32,1024,20260728,ag_news_test,2.941685255005692,79.98789473684211,4000,54.830814599990845,results/final/defenses/development/utility/sa_dp_eps8p0_C75_b32_K1024/20260728/utility.json
sa_dp_eps8p0_C75_b32_K1024,sa_dp,8.0,75,32,1024,20260728,c4_heldout,3.219181543332226,652.2278401997503,4000,54.830814599990845,results/final/defenses/development/utility/sa_dp_eps8p0_C75_b32_K1024/20260728/utility.json
sa_dp_eps16p0_C75_b32_K1024,sa_dp,16.0,75,32,1024,20260726,ag_news_test,3.089308449898853,76.16565789473684,4000,57.457679900107905,results/final/defenses/development/utility/sa_dp_eps16p0_C75_b32_K1024/20260726/utility.json
sa_dp_eps16p0_C75_b32_K1024,sa_dp,16.0,75,32,1024,20260726,c4_heldout,3.2549520064219166,689.8321060382916,4000,57.457679900107905,results/final/defenses/development/utility/sa_dp_eps16p0_C75_b32_K1024/20260726/utility.json
sa_dp_eps16p0_C75_b32_K1024,sa_dp,16.0,75,32,1024,20260727,ag_news_test,2.9602284390001654,79.48684210526316,4000,57.24317360005807,results/final/defenses/development/utility/sa_dp_eps16p0_C75_b32_K1024/20260727/utility.json
sa_dp_eps16p0_C75_b32_K1024,sa_dp,16.0,75,32,1024,20260727,c4_heldout,3.179543375464318,638.9438517686693,4000,57.24317360005807,results/final/defenses/development/utility/sa_dp_eps16p0_C75_b32_K1024/20260727/utility.json
sa_dp_eps16p0_C75_b32_K1024,sa_dp,16.0,75,32,1024,20260728,ag_news_test,2.932207197236146,80.24644736842106,4000,57.74358290003147,results/final/defenses/development/utility/sa_dp_eps16p0_C75_b32_K1024/20260728/utility.json
sa_dp_eps16p0_C75_b32_K1024,sa_dp,16.0,75,32,1024,20260728,c4_heldout,3.1968710111855505,656.7796504369538,4000,57.74358290003147,results/final/defenses/development/utility/sa_dp_eps16p0_C75_b32_K1024/20260728/utility.json
sa_dp_eps4p0_C50_b32_K1024,sa_dp,4.0,50,32,1024,20260726,ag_news_test,3.0596244492921,76.90460526315789,4000,58.334185900050215,results/final/defenses/development/utility/sa_dp_eps4p0_C50_b32_K1024/20260726/utility.json
sa_dp_eps4p0_C50_b32_K1024,sa_dp,4.0,50,32,1024,20260726,c4_heldout,3.230194327797858,695.119293078056,4000,58.334185900050215,results/final/defenses/development/utility/sa_dp_eps4p0_C50_b32_K1024/20260726/utility.json
sa_dp_eps4p0_C50_b32_K1024,sa_dp,4.0,50,32,1024,20260727,ag_news_test,2.9486505560025855,79.79894736842105,4000,57.776279899990186,results/final/defenses/development/utility/sa_dp_eps4p0_C50_b32_K1024/20260727/utility.json
sa_dp_eps4p0_C50_b32_K1024,sa_dp,4.0,50,32,1024,20260727,c4_heldout,3.1498265422936464,644.9719258843346,4000,57.776279899990186,results/final/defenses/development/utility/sa_dp_eps4p0_C50_b32_K1024/20260727/utility.json
sa_dp_eps4p0_C50_b32_K1024,sa_dp,4.0,50,32,1024,20260728,ag_news_test,2.9298484183208706,80.31105263157895,4000,57.46543149999343,results/final/defenses/development/utility/sa_dp_eps4p0_C50_b32_K1024/20260728/utility.json
sa_dp_eps4p0_C50_b32_K1024,sa_dp,4.0,50,32,1024,20260728,c4_heldout,3.1831510670997147,659.6104868913858,4000,57.46543149999343,results/final/defenses/development/utility/sa_dp_eps4p0_C50_b32_K1024/20260728/utility.json
sa_dp_eps4p0_C90_b32_K1024,sa_dp,4.0,90,32,1024,20260726,ag_news_test,3.062359470710828,76.83592105263158,4000,59.2989117000252,results/final/defenses/development/utility/sa_dp_eps4p0_C90_b32_K1024/20260726/utility.json
sa_dp_eps4p0_C90_b32_K1024,sa_dp,4.0,90,32,1024,20260726,c4_heldout,3.218458878589508,697.6539027982327,4000,59.2989117000252,results/final/defenses/development/utility/sa_dp_eps4p0_C90_b32_K1024/20260726/utility.json
sa_dp_eps4p0_C90_b32_K1024,sa_dp,4.0,90,32,1024,20260727,ag_news_test,2.9583577343907677,79.5371052631579,4000,52.77591189998202,results/final/defenses/development/utility/sa_dp_eps4p0_C90_b32_K1024/20260727/utility.json
sa_dp_eps4p0_C90_b32_K1024,sa_dp,4.0,90,32,1024,20260727,c4_heldout,3.1775970969283085,639.3352049410444,4000,52.77591189998202,results/final/defenses/development/utility/sa_dp_eps4p0_C90_b32_K1024/20260727/utility.json
sa_dp_eps4p0_C90_b32_K1024,sa_dp,4.0,90,32,1024,20260728,ag_news_test,2.96506796393385,79.35710526315789,4000,50.87699609994888,results/final/defenses/development/utility/sa_dp_eps4p0_C90_b32_K1024/20260728/utility.json
sa_dp_eps4p0_C90_b32_K1024,sa_dp,4.0,90,32,1024,20260728,c4_heldout,3.206761075243394,654.7540574282148,4000,50.87699609994888,results/final/defenses/development/utility/sa_dp_eps4p0_C90_b32_K1024/20260728/utility.json
sa_dp_eps4p0_C75_b1_K1024,sa_dp,4.0,75,1,1024,20260726,ag_news_test,3.0794772578942564,76.40881578947368,4000,950.2993698000209,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b1_K1024/20260726/utility.json
sa_dp_eps4p0_C75_b1_K1024,sa_dp,4.0,75,1,1024,20260726,c4_heldout,3.280685011684405,684.421207658321,4000,950.2993698000209,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b1_K1024/20260726/utility.json
sa_dp_eps4p0_C75_b1_K1024,sa_dp,4.0,75,1,1024,20260727,ag_news_test,3.008414868847826,78.21368421052631,4000,896.0758568000747,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b1_K1024/20260727/utility.json
sa_dp_eps4p0_C75_b1_K1024,sa_dp,4.0,75,1,1024,20260727,c4_heldout,3.2562746142714176,623.8877035373386,4000,896.0758568000747,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b1_K1024/20260727/utility.json
sa_dp_eps4p0_C75_b1_K1024,sa_dp,4.0,75,1,1024,20260728,ag_news_test,2.961527569617528,79.45197368421053,4000,908.5984169000294,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b1_K1024/20260728/utility.json
sa_dp_eps4p0_C75_b1_K1024,sa_dp,4.0,75,1,1024,20260728,c4_heldout,3.2403066498275144,647.9756554307116,4000,908.5984169000294,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b1_K1024/20260728/utility.json
sa_dp_eps4p0_C75_b8_K1024,sa_dp,4.0,75,8,1024,20260726,ag_news_test,3.0702934531045045,76.63736842105263,4000,127.82504330005031,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b8_K1024/20260726/utility.json
sa_dp_eps4p0_C75_b8_K1024,sa_dp,4.0,75,8,1024,20260726,c4_heldout,3.2542537671039167,689.980117820324,4000,127.82504330005031,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b8_K1024/20260726/utility.json
sa_dp_eps4p0_C75_b8_K1024,sa_dp,4.0,75,8,1024,20260727,ag_news_test,2.982723536554448,78.88736842105263,4000,125.31572369998321,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b8_K1024/20260727/utility.json
sa_dp_eps4p0_C75_b8_K1024,sa_dp,4.0,75,8,1024,20260727,c4_heldout,3.20727404886005,633.4194272880404,4000,125.31572369998321,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b8_K1024/20260727/utility.json
sa_dp_eps4p0_C75_b8_K1024,sa_dp,4.0,75,8,1024,20260728,ag_news_test,2.9649450624151314,79.36039473684211,4000,127.7595276000211,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b8_K1024/20260728/utility.json
sa_dp_eps4p0_C75_b8_K1024,sa_dp,4.0,75,8,1024,20260728,c4_heldout,3.2371382953844434,648.6098626716604,4000,127.7595276000211,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b8_K1024/20260728/utility.json
sa_dp_eps4p0_C75_b64_K1024,sa_dp,4.0,75,64,1024,20260726,ag_news_test,3.027909047963332,77.71013157894737,4000,41.32506419997662,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b64_K1024/20260726/utility.json
sa_dp_eps4p0_C75_b64_K1024,sa_dp,4.0,75,64,1024,20260726,c4_heldout,3.1855381031231556,704.8637702503681,4000,41.32506419997662,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b64_K1024/20260726/utility.json
sa_dp_eps4p0_C75_b64_K1024,sa_dp,4.0,75,64,1024,20260727,ag_news_test,2.8744886428480725,81.85776315789474,4000,41.061597599997185,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b64_K1024/20260727/utility.json
sa_dp_eps4p0_C75_b64_K1024,sa_dp,4.0,75,64,1024,20260727,c4_heldout,3.094742208168219,656.4519932622122,4000,41.061597599997185,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b64_K1024/20260727/utility.json
sa_dp_eps4p0_C75_b64_K1024,sa_dp,4.0,75,64,1024,20260728,ag_news_test,2.9298772195989895,80.31026315789474,4000,47.94459510000888,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b64_K1024/20260728/utility.json
sa_dp_eps4p0_C75_b64_K1024,sa_dp,4.0,75,64,1024,20260728,c4_heldout,3.2173124968913682,652.6067415730337,4000,47.94459510000888,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b64_K1024/20260728/utility.json
sa_dp_eps4p0_C75_b32_K512,sa_dp,4.0,75,32,512,20260726,ag_news_test,3.1743287980048103,74.12565789473685,4000,47.539517599972896,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b32_K512/20260726/utility.json
sa_dp_eps4p0_C75_b32_K512,sa_dp,4.0,75,32,512,20260726,c4_heldout,3.3884022282550115,662.6634756995581,4000,47.539517599972896,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b32_K512/20260726/utility.json
sa_dp_eps4p0_C75_b32_K512,sa_dp,4.0,75,32,512,20260727,ag_news_test,3.093605279774416,76.05986842105263,4000,45.13134209997952,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b32_K512/20260727/utility.json
sa_dp_eps4p0_C75_b32_K512,sa_dp,4.0,75,32,512,20260727,c4_heldout,3.361030810617996,604.442448062886,4000,45.13134209997952,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b32_K512/20260727/utility.json
sa_dp_eps4p0_C75_b32_K512,sa_dp,4.0,75,32,512,20260728,ag_news_test,3.1050951874926205,75.77842105263159,4000,46.82514990004711,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b32_K512/20260728/utility.json
sa_dp_eps4p0_C75_b32_K512,sa_dp,4.0,75,32,512,20260728,c4_heldout,3.4174165539761385,614.3938826466916,4000,46.82514990004711,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b32_K512/20260728/utility.json
sa_dp_eps4p0_C75_b32_K2048,sa_dp,4.0,75,32,2048,20260726,ag_news_test,2.590473789957513,90.8325,4000,66.28473379998468,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b32_K2048/20260726/utility.json
sa_dp_eps4p0_C75_b32_K2048,sa_dp,4.0,75,32,2048,20260726,c4_heldout,2.69895359788135,831.9410898379971,4000,66.28473379998468,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b32_K2048/20260726/utility.json
sa_dp_eps4p0_C75_b32_K2048,sa_dp,4.0,75,32,2048,20260727,ag_news_test,2.5439670416119564,92.49302631578948,4000,97.82506930001546,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b32_K2048/20260727/utility.json
sa_dp_eps4p0_C75_b32_K2048,sa_dp,4.0,75,32,2048,20260727,c4_heldout,2.672538852449329,760.157215047726,4000,97.82506930001546,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b32_K2048/20260727/utility.json
sa_dp_eps4p0_C75_b32_K2048,sa_dp,4.0,75,32,2048,20260728,ag_news_test,2.5119065511666356,93.67355263157894,4000,90.43938580004033,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b32_K2048/20260728/utility.json
sa_dp_eps4p0_C75_b32_K2048,sa_dp,4.0,75,32,2048,20260728,c4_heldout,2.623153877228254,800.4257178526841,4000,90.43938580004033,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b32_K2048/20260728/utility.json
sa_dp_eps4p0_C75_b32_K4096,sa_dp,4.0,75,32,4096,20260726,ag_news_test,2.056723754624907,114.40486842105263,4000,139.60762179992162,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b32_K4096/20260726/utility.json
sa_dp_eps4p0_C75_b32_K4096,sa_dp,4.0,75,32,4096,20260726,c4_heldout,2.075041290369119,1082.0846833578792,4000,139.60762179992162,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b32_K4096/20260726/utility.json
sa_dp_eps4p0_C75_b32_K4096,sa_dp,4.0,75,32,4096,20260727,ag_news_test,2.0455979483096662,115.02710526315789,4000,136.82994270010386,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b32_K4096/20260727/utility.json
sa_dp_eps4p0_C75_b32_K4096,sa_dp,4.0,75,32,4096,20260727,c4_heldout,2.0889784173326453,972.5087029758563,4000,136.82994270010386,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b32_K4096/20260727/utility.json
sa_dp_eps4p0_C75_b32_K4096,sa_dp,4.0,75,32,4096,20260728,ag_news_test,1.9835989928233115,118.62236842105263,4000,114.50569289992563,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b32_K4096/20260728/utility.json
sa_dp_eps4p0_C75_b32_K4096,sa_dp,4.0,75,32,4096,20260728,c4_heldout,2.0033203813644116,1048.079900124844,4000,114.50569289992563,results/final/defenses/development/utility/sa_dp_eps4p0_C75_b32_K4096/20260728/utility.json
local_dp_eps0p5_C75_b32_K1024,local_dp,0.5,75,32,1024,20260726,ag_news_test,3.0155119935921757,78.02960526315789,4000,73.18513670004904,results/final/defenses/development/utility/local_dp_eps0p5_C75_b32_K1024/20260726/utility.json
local_dp_eps0p5_C75_b32_K1024,local_dp,0.5,75,32,1024,20260726,c4_heldout,3.1869797611134105,704.5449189985272,4000,73.18513670004904,results/final/defenses/development/utility/local_dp_eps0p5_C75_b32_K1024/20260726/utility.json
local_dp_eps0p5_C75_b32_K1024,local_dp,0.5,75,32,1024,20260727,ag_news_test,2.9293156967934806,80.32565789473684,4000,73.32242590002716,results/final/defenses/development/utility/local_dp_eps0p5_C75_b32_K1024/20260727/utility.json
local_dp_eps0p5_C75_b32_K1024,local_dp,0.5,75,32,1024,20260727,c4_heldout,3.1210772930691224,650.9129702414374,4000,73.32242590002716,results/final/defenses/development/utility/local_dp_eps0p5_C75_b32_K1024/20260727/utility.json
local_dp_eps0p5_C75_b32_K1024,local_dp,0.5,75,32,1024,20260728,ag_news_test,2.9244868622676345,80.4582894736842,4000,70.09686649998184,results/final/defenses/development/utility/local_dp_eps0p5_C75_b32_K1024/20260728/utility.json
local_dp_eps0p5_C75_b32_K1024,local_dp,0.5,75,32,1024,20260728,c4_heldout,3.2058166742119183,654.9469413233459,4000,70.09686649998184,results/final/defenses/development/utility/local_dp_eps0p5_C75_b32_K1024/20260728/utility.json
local_dp_eps1p0_C75_b32_K1024,local_dp,1.0,75,32,1024,20260726,ag_news_test,3.0155119935921757,78.02960526315789,4000,92.53166280000005,results/final/defenses/development/utility/local_dp_eps1p0_C75_b32_K1024/20260726/utility.json
local_dp_eps1p0_C75_b32_K1024,local_dp,1.0,75,32,1024,20260726,c4_heldout,3.1869797611134105,704.5449189985272,4000,92.53166280000005,results/final/defenses/development/utility/local_dp_eps1p0_C75_b32_K1024/20260726/utility.json
local_dp_eps1p0_C75_b32_K1024,local_dp,1.0,75,32,1024,20260727,ag_news_test,2.9293156967934806,80.32565789473684,4000,91.92923200002406,results/final/defenses/development/utility/local_dp_eps1p0_C75_b32_K1024/20260727/utility.json
local_dp_eps1p0_C75_b32_K1024,local_dp,1.0,75,32,1024,20260727,c4_heldout,3.1210772930691224,650.9129702414374,4000,91.92923200002406,results/final/defenses/development/utility/local_dp_eps1p0_C75_b32_K1024/20260727/utility.json
local_dp_eps1p0_C75_b32_K1024,local_dp,1.0,75,32,1024,20260728,ag_news_test,2.9244868622676345,80.4582894736842,4000,110.89424710010644,results/final/defenses/development/utility/local_dp_eps1p0_C75_b32_K1024/20260728/utility.json
local_dp_eps1p0_C75_b32_K1024,local_dp,1.0,75,32,1024,20260728,c4_heldout,3.2058166742119183,654.9469413233459,4000,110.89424710010644,results/final/defenses/development/utility/local_dp_eps1p0_C75_b32_K1024/20260728/utility.json
local_dp_eps2p0_C75_b32_K1024,local_dp,2.0,75,32,1024,20260726,ag_news_test,3.0155119935921757,78.02960526315789,4000,109.42906889994629,results/final/defenses/development/utility/local_dp_eps2p0_C75_b32_K1024/20260726/utility.json
local_dp_eps2p0_C75_b32_K1024,local_dp,2.0,75,32,1024,20260726,c4_heldout,3.1869797611134105,704.5449189985272,4000,109.42906889994629,results/final/defenses/development/utility/local_dp_eps2p0_C75_b32_K1024/20260726/utility.json
local_dp_eps2p0_C75_b32_K1024,local_dp,2.0,75,32,1024,20260727,ag_news_test,2.9293156967934806,80.32565789473684,4000,109.35857080004644,results/final/defenses/development/utility/local_dp_eps2p0_C75_b32_K1024/20260727/utility.json
local_dp_eps2p0_C75_b32_K1024,local_dp,2.0,75,32,1024,20260727,c4_heldout,3.1210772930691224,650.9129702414374,4000,109.35857080004644,results/final/defenses/development/utility/local_dp_eps2p0_C75_b32_K1024/20260727/utility.json
local_dp_eps2p0_C75_b32_K1024,local_dp,2.0,75,32,1024,20260728,ag_news_test,2.9244868622676345,80.4582894736842,4000,109.75648089998867,results/final/defenses/development/utility/local_dp_eps2p0_C75_b32_K1024/20260728/utility.json
local_dp_eps2p0_C75_b32_K1024,local_dp,2.0,75,32,1024,20260728,c4_heldout,3.2058166742119183,654.9469413233459,4000,109.75648089998867,results/final/defenses/development/utility/local_dp_eps2p0_C75_b32_K1024/20260728/utility.json
local_dp_eps4p0_C75_b32_K1024,local_dp,4.0,75,32,1024,20260726,ag_news_test,3.0155119935921757,78.02960526315789,4000,114.21324910002295,results/final/defenses/development/utility/local_dp_eps4p0_C75_b32_K1024/20260726/utility.json
local_dp_eps4p0_C75_b32_K1024,local_dp,4.0,75,32,1024,20260726,c4_heldout,3.1869797611134105,704.5449189985272,4000,114.21324910002295,results/final/defenses/development/utility/local_dp_eps4p0_C75_b32_K1024/20260726/utility.json
local_dp_eps4p0_C75_b32_K1024,local_dp,4.0,75,32,1024,20260727,ag_news_test,2.9299684273821596,80.30776315789474,4000,108.84510919998866,results/final/defenses/development/utility/local_dp_eps4p0_C75_b32_K1024/20260727/utility.json
