method_id,seed,source_corpus,bytes_per_token,characters_per_token,mean_tokens_per_sentence,mean_tokens_per_document,actual_vocab_size,merge_count,rare_word_mean_split_length,long_tail_single_token_coverage,tokenizer_training_seconds,tokenizer_artifact_bytes,source
min_count_10,20260728,c4_heldout,4.278021265455546,4.255296299331733,21.492350379064003,502.2713021222139,14817,14020,2.9351913975374906,0.009447476743975194,21.0391857001232,961684,results/final/defenses/main/baseline_utility/min_count_10/20260728/utility.json
he_only_reference,20260726,ag_news_test,4.200705648002857,4.200705648002857,29.35616815988973,56.01421052631579,16000,15310,2.271938361719384,0.14249797242497972,515.3907339998987,1048701,results/final/defenses/main/utility/he_only_reference/20260726/utility.json
he_only_reference,20260726,c4_heldout,4.321811508607289,4.301261048323972,21.235399709332246,505.52301953470106,16000,15310,2.8419174170876347,0.009224687019547552,515.3907339998987,1048701,results/final/defenses/main/utility/he_only_reference/20260726/utility.json
he_only_reference,20260727,ag_news_test,4.252125737112421,4.252125737112421,29.001378359751897,55.33684210526316,16000,15588,2.280697485806975,0.13803730738037306,505.29792709997855,1062576,results/final/defenses/main/utility/he_only_reference/20260727/utility.json
he_only_reference,20260727,c4_heldout,4.327667234730615,4.294490567327211,22.439721049973116,568.0082593433822,16000,15588,3.2004028370747832,0.008917504475967498,505.29792709997855,1062576,results/final/defenses/main/utility/he_only_reference/20260727/utility.json
he_only_reference,20260728,ag_news_test,4.233573151705835,4.233573151705835,29.12839421088904,55.57934210526316,16000,15619,2.2689375506893756,0.14257907542579076,585.3047766999807,1064494,results/final/defenses/main/utility/he_only_reference/20260728/utility.json
he_only_reference,20260728,c4_heldout,4.32965205256795,4.3066528222889895,21.235106247266366,496.28175322597843,16000,15619,2.9306943260739478,0.008957876221734636,585.3047766999807,1064494,results/final/defenses/main/utility/he_only_reference/20260728/utility.json
local_dp_eps16p0_C75_b32_K1024,20260726,ag_news_test,4.107867842482352,4.107867842482352,30.019228118538937,57.28013157894737,16000,15310,2.36455798864558,0.11792376317923763,633.6771984000225,1043883,results/final/defenses/main/utility/local_dp_eps16p0_C75_b32_K1024/20260726/utility.json
local_dp_eps16p0_C75_b32_K1024,20260726,c4_heldout,4.240717032621025,4.220552181197472,21.63883090629876,515.1900461372337,16000,15310,2.901347097152061,0.011054982063108574,633.6771984000225,1043883,results/final/defenses/main/utility/local_dp_eps16p0_C75_b32_K1024/20260726/utility.json
local_dp_eps16p0_C75_b32_K1024,20260727,ag_news_test,4.162823395766117,4.162823395766117,29.623225361819436,56.523947368421055,16000,15588,2.358556366585564,0.11597729115977291,629.8705909999553,1058442,results/final/defenses/main/utility/local_dp_eps16p0_C75_b32_K1024/20260727/utility.json
local_dp_eps16p0_C75_b32_K1024,20260727,c4_heldout,4.2532304754453145,4.220624453489317,22.831896762419955,577.9491017964071,16000,15588,3.249672910067484,0.011396501859248037,629.8705909999553,1058442,results/final/defenses/main/utility/local_dp_eps16p0_C75_b32_K1024/20260727/utility.json
local_dp_eps16p0_C75_b32_K1024,20260728,ag_news_test,4.153772896835904,4.153772896835904,29.687594762232944,56.6471052631579,16000,15619,2.356204379562044,0.12060016220600162,612.7613319000229,1060708,results/final/defenses/main/utility/local_dp_eps16p0_C75_b32_K1024/20260728/utility.json
local_dp_eps16p0_C75_b32_K1024,20260728,c4_heldout,4.257167481288834,4.234553291037635,21.595403848957574,504.7316839074331,16000,15619,2.9711861025985096,0.01175041253377337,612.7613319000229,1060708,results/final/defenses/main/utility/local_dp_eps16p0_C75_b32_K1024/20260728/utility.json
sa_dp_eps8p0_C75_b32_K1024,20260726,ag_news_test,4.104219262088149,4.104219262088149,30.045899379738113,57.33105263157895,16000,15310,2.3739659367396593,0.11605839416058394,548.1965364001226,1043949,results/final/defenses/main/utility/sa_dp_eps8p0_C75_b32_K1024/20260726/utility.json
sa_dp_eps8p0_C75_b32_K1024,20260726,c4_heldout,4.229887309713745,4.209773954240453,21.694510661248554,516.5090802002552,16000,15310,2.9175086023867047,0.011347829270078337,548.1965364001226,1043949,results/final/defenses/main/utility/sa_dp_eps8p0_C75_b32_K1024/20260726/utility.json
sa_dp_eps8p0_C75_b32_K1024,20260727,ag_news_test,4.165557884928954,4.165557884928954,29.60365265334252,56.48684210526316,16000,15588,2.3626926196269262,0.11719383617193836,584.8094289000146,1058830,results/final/defenses/main/utility/sa_dp_eps8p0_C75_b32_K1024/20260727/utility.json
sa_dp_eps8p0_C75_b32_K1024,20260727,c4_heldout,4.254565818802493,4.221949559866611,22.824474931973345,577.7677059673756,16000,15588,3.2521519074507643,0.011275995042005233,584.8094289000146,1058830,results/final/defenses/main/utility/sa_dp_eps8p0_C75_b32_K1024/20260727/utility.json
sa_dp_eps8p0_C75_b32_K1024,20260728,ag_news_test,4.164073833457911,4.164073833457911,29.61419710544452,56.50697368421053,16000,15619,2.3545823195458233,0.12124898621248986,585.5865386999212,1060294,results/final/defenses/main/utility/sa_dp_eps8p0_C75_b32_K1024/20260728/utility.json
sa_dp_eps8p0_C75_b32_K1024,20260728,c4_heldout,4.258638655369825,4.236016650201617,21.58810960052486,504.557321104831,16000,15619,2.976589841695831,0.012004279471231435,585.5865386999212,1060294,results/final/defenses/main/utility/sa_dp_eps8p0_C75_b32_K1024/20260728/utility.json
sa_dp_eps4p0_C50_b32_K1024,20260726,ag_news_test,4.102449163118485,4.102449163118485,30.05885596140593,57.35578947368421,16000,15310,2.3772911597729114,0.11500405515004056,557.1801475998946,1043951,results/final/defenses/main/utility/sa_dp_eps4p0_C50_b32_K1024/20260726/utility.json
sa_dp_eps4p0_C50_b32_K1024,20260726,c4_heldout,4.22795239287504,4.207848238041704,21.703992358649423,516.7454598998723,16000,15310,2.916080972252727,0.011512555823998828,557.1801475998946,1043951,results/final/defenses/main/utility/sa_dp_eps4p0_C50_b32_K1024/20260726/utility.json
sa_dp_eps4p0_C50_b32_K1024,20260727,ag_news_test,4.170989012014246,4.170989012014246,29.565196416264644,56.41328947368421,16000,15588,2.365612327656123,0.11597729115977291,635.527872499777,1058738,results/final/defenses/main/utility/sa_dp_eps4p0_C50_b32_K1024/20260727/utility.json
sa_dp_eps4p0_C50_b32_K1024,20260727,c4_heldout,4.254136319837165,4.221523353516807,22.82680494680071,577.8260375800124,16000,15588,3.2497417711059082,0.011172703484368544,635.527872499777,1058738,results/final/defenses/main/utility/sa_dp_eps4p0_C50_b32_K1024/20260727/utility.json
sa_dp_eps4p0_C50_b32_K1024,20260728,ag_news_test,4.163046287005976,4.163046287005976,29.621502412129566,56.52092105263158,16000,15619,2.3521492295214923,0.11905920519059206,736.7704365001991,1060662,results/final/defenses/main/utility/sa_dp_eps4p0_C50_b32_K1024/20260728/utility.json
sa_dp_eps4p0_C50_b32_K1024,20260728,c4_heldout,4.254452754276969,4.231852984730005,21.60889889196676,505.05374853364617,16000,15619,2.985747184796997,0.01207681288193374,736.7704365001991,1060662,results/final/defenses/main/utility/sa_dp_eps4p0_C50_b32_K1024/20260728/utility.json
